unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid
SUM 1315M02,NA,NA,NA,SUM1315MO2,SUM 1315M02,NA,NA,NA,NA,sum1315,NA,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA
SUM 149PT,NA,NA,NA,SUM149PT,SUM 149PT,NA,NA,NA,NA,sum149,NA,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA
SUM 159PT,NA,NA,NA,SUM159PT,SUM 159PT,NA,NA,NA,NA,sum159,NA,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA
SUM 190,NA,NA,NA,NA,NA,NA,NA,NA,NA,sum190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA
SUM 229PE,NA,NA,NA,SUM229PE,SUM 229PE,NA,NA,NA,NA,sum229,NA,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA
SUM 52PE,NA,NA,NA,SUM52PE,SUM 52PE,NA,NA,NA,NA,sum52,NA,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA
SUM102PT,NA,NA,NA,SUM102PT,NA,NA,NA,NA,NA,sum102,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,breast,breast,NA,NA,NA
SUM185PE,NA,NA,NA,SUM185PE,NA,NA,NA,NA,NA,sum185,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,breast,breast,NA,NA,NA
SUM225CWN,NA,NA,NA,SUM225CWN,NA,NA,NA,NA,NA,sum225,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,breast,breast,NA,NA,NA
SUM44PE,NA,NA,NA,SUM44PE,NA,NA,NA,NA,NA,sum44,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,breast,breast,NA,NA,NA
SUP-B15,NA,SUP-B15,NA,NA,SUP-B15,NA,SUP-B15,SUP-B15,SUP-B15,NA,SUPB15,NA,SUP-B15,NA,haematopoietic_and_lymphoid_tissue,NA,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
SUP-B8,SUP-B8,NA,NA,NA,NA,NA,SUP-B8,NA,SUP-B8,NA,NA,NA,SUP-B8,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
SUP-HD1,NA,SUP-HD1,NA,NA,NA,NA,SUP-HD1,NA,SUP-HD1,NA,SUPHD1,NA,SUP-HD1,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Blood,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
SUP-M2,NA,SUP-M2,NA,NA,NA,NA,SUP-M2,SUP-M2,NA,NA,SUPM2,NA,SUP-M2,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
SUP-T1,SUP-T1,SUP-T1,NA,NA,NA,NA,SUP-T1,SUP-T1,SUP-T1,NA,SUPT1,NA,SUP-T1,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
SUP-T11,NA,SUP-T11,NA,NA,NA,NA,NA,SUP-T11,NA,NA,SUPT11,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA
SW 1271,NA,SW 1271,NA,NA,NA,NA,SW1271,SW_1271,SW1271,NA,SW1271,NA,SW1271,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,NA,lung,lung,NA,lung
SW 1353,NA,SW 1353,SW1353,NA,NA,NA,NA,SW_1353,NA,NA,SW1353,NA,NA,NA,bone,bone,NA,NA,NA,NA,bone,NA,NA,NA,bone,bone,NA,NA
SW 527,NA,NA,NA,NA,SW 527,NA,NA,NA,NA,sw527,NA,NA,NA,NA,NA,NA,NA,Breast,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA
SW1088,SW1088,SW 1088,SW1088,NA,NA,NA,SW1088,SW_1088,SW1088,NA,SW1088,NA,SW1088,central_nervous_system,central_nervous_system,central_nervous_system,NA,NA,NA,CNS,central_nervous_system,nervous_system ,NA,central_nervous_system,central_nervous_system,central_nervous_system,NA,central_nervous_system
SW1116,SW1116,SW1116,SW1116,NA,SW 1116,NA,SW1116,SW1116,SW1116,NA,SW1116,NA,SW1116,large_intestine,large_intestine,colon,NA,Colon,NA,Intestine,large_intestine,digestive_system ,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine
SW13,SW13,NA,NA,NA,NA,NA,SW13,NA,SW13,NA,NA,NA,SW13,adrenal_gland,NA,NA,NA,NA,NA,Kidney,NA,kidney ,NA,adrenal_gland,adrenal_gland,NA,NA,adrenal_gland
SW1417,SW1417,SW1417,SW1417,NA,SW 1417,NA,SW1417,SW1417,SW1417,NA,SW1417,NA,SW1417,large_intestine,large_intestine,colon,NA,Colon,NA,Intestin,large_intestine,digestive_system ,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine
SW1463,SW1463,SW1463,SW1463,NA,SW 1463,NA,SW1463,SW1463,NA,NA,SW1463,SW 1463,SW1463,large_intestine,large_intestine,rectum,NA,Colon,NA,Intestine,large_intestine,NA,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine
SW156,NA,NA,NA,NA,NA,NA,SW156,NA,NA,NA,NA,NA,SW156,NA,NA,NA,NA,NA,NA,Kidney,NA,NA,NA,kidney,kidney,NA,NA,kidney
SW1573,SW1573,SW 1573,SW1573,NA,SW 1573,NA,SW1573,SW_1573,SW1573,NA,SW1573,SW 1573,SW1573,lung,lung,lung,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,Lung,lung
SW1710,SW1710,SW-1710,NA,NA,NA,NA,SW1710,SW-1710,NA,NA,SW1710,NA,SW1710,urinary_tract,urinary_tract,NA,NA,NA,NA,Bladder,urinary_tract,NA,NA,urinary_tract,urinary_tract,urinary_tract,NA,urinary_tract
SW1783,SW1783,SW 1783,SW1783,NA,NA,NA,SW1783,SW_1783,SW1783,NA,SW1783,NA,SW1783,central_nervous_system,central_nervous_system,central_nervous_system,NA,NA,NA,CNS,central_nervous_system,nervous_system ,NA,central_nervous_system,central_nervous_system,central_nervous_system,NA,central_nervous_system
SW1990,SW1990,SW 1990,SW1990,NA,SW 1990,NA,SW1990,SW_1990,SW1990,NA,SW1990,SW 1990,SW1990,pancreas,pancreas,pancreas,NA,Pancreas,NA,Pancreas,pancreas,pancreas ,NA,pancreas,pancreas,pancreas,Pancreas,pancreas
SW403,SW403,SW403,SW403,NA,SW 403,SW403,NA,SW403,SW403,NA,NA,SW 403,NA,large_intestine,large_intestine,colon,NA,Colon,LARGE_INTESTINE,NA,large_intestine,NA,NA,large_intestine,large_intestine,NA,Colon,large_intestine
SW48,SW48,SW48,SW48,NA,SW 48,SW48,SW48,SW48,NA,NA,SW48,SW 48,SW48,large_intestine,large_intestine,colon,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,NA,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine
SW480,NA,SW480,SW480,NA,SW 480,SW480,NA,SW480,NA,NA,NA,SW 480,NA,NA,large_intestine,colon,NA,Colon,LARGE_INTESTINE,NA,large_intestine,NA,NA,large_intestine,large_intestine,NA,Colon,NA
SW579,NA,SW579,SW579,NA,NA,NA,NA,SW579,NA,NA,SW579,NA,NA,NA,thyroid,thyroid,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,thyroid,NA,NA
SW620,SW620,SW620,SW620,NA,SW 620,SW620,SW620,SW620,SW620,NA,SW620,SW 620,SW620,large_intestine,large_intestine,colon,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,digestive_system ,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine
SW626,SW626,NA,NA,NA,NA,NA,SW626,NA,SW626,NA,NA,SW 626,SW626,ovary,NA,NA,NA,NA,NA,ovary,NA,urogenital_system ,NA,ovary,ovary,NA,Ovary,ovary
SW684,SW684,NA,SW684,NA,NA,NA,SW684,NA,SW684,NA,NA,NA,SW684,soft_tissue,NA,connective_tissue,NA,NA,NA,Misc,NA,soft_tissue ,NA,soft_tissue,soft_tissue,NA,NA,soft_tissue
SW756,SW756,NA,SW756,NA,NA,NA,SW756,NA,SW756,NA,NA,NA,SW756,cervix,NA,cervix_uteri,NA,NA,NA,cervix,NA,urogenital_system ,NA,cervix,cervix,NA,NA,cervix
SW780,SW780,SW 780,SW780,NA,SW 780,NA,SW780,SW_780,SW780,NA,NA,SW 780,SW780,urinary_tract,urinary_tract,bladder,NA,Urinary Bladder,NA,Bladder,urinary_tract,urogenital_system ,NA,urinary_tract,urinary_tract,NA,Urinary,urinary_tract
SW837,SW837,SW837,SW837,NA,SW 837,NA,SW837,SW837,SW837,NA,NA,SW 837,SW837,large_intestine,large_intestine,colon,NA,Rectum,NA,Intestine,large_intestine,digestive_system ,NA,large_intestine,large_intestine,NA,Unclassified,large_intestine
SW872,SW872,NA,SW872,NA,NA,NA,SW872,NA,SW872,NA,NA,NA,SW872,soft_tissue,NA,connective_tissue,NA,NA,NA,Misc,NA,soft_tissue ,NA,soft_tissue,soft_tissue,NA,NA,soft_tissue
SW900,SW900,SW 900,SW900,NA,SW 900,NA,SW900,SW_900,SW900,NA,NA,NA,SW900,lung,lung,lung,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,NA,NA,lung
SW948,SW948,SW948,SW948,NA,SW 948,SW948,SW948,SW948,SW948,NA,SW948,SW 948,SW948,large_intestine,large_intestine,colon,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,digestive_system ,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine
SW954,SW954,NA,SW954,NA,NA,NA,SW954,NA,SW954,NA,NA,NA,SW954,vulva,NA,vulva,NA,NA,NA,Vulva,NA,urogenital_system ,NA,vulva,vulva,NA,NA,vulva
SW962,SW962,NA,SW962,NA,NA,NA,SW962,NA,SW962,NA,NA,NA,SW962,vulva,NA,vulva,NA,NA,NA,Vulva,NA,urogenital_system ,NA,vulva,vulva,NA,NA,vulva
SW982,SW982,NA,SW982,NA,SW 982,NA,SW982,NA,SW982,NA,SW982,SW 982,SW982,soft_tissue,NA,synovial_membrane,NA,Breast,NA,Misc,NA,soft_tissue ,NA,soft_tissue,soft_tissue,NA,Breast,soft_tissue
SYO1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SYO1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T-24,T-24,T24,T24,NA,NA,NA,T-24,T24,T-24,NA,T24,NA,T-24,urinary_tract,urinary_tract,bladder,NA,NA,NA,Bladder,urinary_tract,urogenital_system ,NA,urinary_tract,urinary_tract,urinary_tract,NA,urinary_tract
T.T,NA,T.T,NA,NA,NA,NA,NA,T.T,NA,NA,NA,NA,T-T,NA,oesophagus,NA,NA,NA,NA,NA,oesophagus,NA,NA,NA,oesophagus,NA,NA,oesophagus
T3M-10,NA,T3M-10,NA,NA,NA,T3M10,NA,T3M-10,NA,NA,T3M10,NA,NA,NA,lung,NA,NA,NA,LUNG,NA,lung,NA,NA,NA,lung,lung,NA,NA
T3M-4,NA,T3M-4,NA,NA,NA,NA,NA,T3M-4,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,pancreas,NA,NA,NA
T4,NA,NA,NA,T4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA
T47D,T47D,T-47D,T47D,T47D,T-47D,NA,T47D,T-47D,T47D,t47d,T47D,T-47D,T47D,breast,breast,breast,breast,Breast,NA,Breast,breast,breast ,breast,breast,breast,breast,Breast,breast
T47D_KBluc,NA,NA,NA,T47D_KBluc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA
T84,T84,T84,T84,NA,T84,NA,T84,T84,T84,NA,T84,T84,T84,large_intestine,large_intestine,colon,NA,Colon,NA,Intestine,large_intestine,digestive_system ,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine
T98G,T98G,T98G,NA,NA,T98G,NA,T98G,T98G,T98G,NA,T98G,T98G,T98G,central_nervous_system,central_nervous_system,NA,NA,Brain,NA,Brain,central_nervous_system,nervous_system ,NA,central_nervous_system,central_nervous_system,central_nervous_system,Brain,central_nervous_system
Takigawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Takigawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stomach,NA,NA,NA
TALL-1,TALL-1,TALL-1,NA,NA,NA,NA,NA,TALL-1,TALL-1,NA,TALL1,NA,TALL-1,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
TASK1,NA,NA,NA,NA,NA,NA,TASK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,NA,NA,NA,NA,other,NA,NA,other
TC-32,NA,TC-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,NA,NA,bone,bone,NA,NA,NA
TC-71,NA,TC-71,NA,NA,TC-71,NA,TC-71,TC-71,TC-71,NA,TC71,TC-71,TC-71,NA,bone,NA,NA,Bone,NA,bone,bone,NA,NA,bone,bone,bone,Bone,bone
TC-YIK,TC-YIK,NA,NA,NA,NA,NA,TC-YIK,NA,TC-YIK,NA,NA,NA,TC-YIK,cervix,NA,NA,NA,NA,NA,Cervix,NA,urogenital_system ,NA,cervix,cervix,NA,NA,cervix
TCC-PAN2,NA,TCC-PAN2,NA,NA,TCC-PAN2,NA,NA,TCC-PAN2,NA,NA,TCCPAN2,NA,NA,NA,pancreas,NA,NA,Pancreas,NA,NA,pancreas,NA,NA,NA,pancreas,pancreas,NA,NA
TCCSUP,TCCSUP,TCCSUP,NA,NA,NA,NA,TCCSUP,TCCSUP,TCCSUP,NA,TCCSUP,NA,TCCSUP,urinary_tract,urinary_tract,NA,NA,NA,NA,Bladder,urinary_tract,urogenital_system ,NA,urinary_tract,urinary_tract,urinary_tract,NA,urinary_tract
TE 125.T,NA,TE 125.T,NA,NA,NA,NA,NA,TE_125.T,NA,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,soft_tissue,NA,NA,NA
TE 159.T,NA,TE 159.T,NA,NA,NA,NA,NA,TE_159.T,NA,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,soft_tissue,NA,NA,NA
TE 441.T,TE-441-T,TE 441.T,NA,NA,NA,NA,TE-441-T,TE_441.T,TE-441-T,NA,TE441T,NA,TE-441-T,soft_tissue,soft_tissue,NA,NA,NA,NA,soft_tissue,soft_tissue,soft_tissue ,NA,NA,soft_tissue,soft_tissue,NA,soft_tissue
TE 617.T,NA,TE 617.T,NA,NA,NA,NA,NA,TE_617.T,NA,NA,TE617T,NA,NA,NA,soft_tissue,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,soft_tissue,soft_tissue,NA,NA
TE-1,TE-1,TE-1,NA,NA,NA,NA,TE-1,TE-1,TE-1,NA,TE1,NA,TE-1,oesophagus,oesophagus,NA,NA,NA,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus
TE-10,TE-10,TE-10,NA,NA,NA,NA,TE-10,TE-10,TE-10,NA,TE10,NA,TE-10,oesophagus,oesophagus,NA,NA,NA,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus
TE-11,TE-11,TE-11,NA,NA,NA,NA,TE-11,TE-11,TE-11,NA,TE11,NA,TE-11,oesophagus,oesophagus,NA,NA,NA,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus
TE-12,TE-12,NA,NA,NA,NA,NA,TE-12,NA,TE-12,NA,NA,NA,TE-12,oesophagus,NA,NA,NA,NA,NA,Esophagus,NA,aero_digestive_tract ,NA,oesophagus,oesophagus,NA,NA,oesophagus
TE-14,NA,TE-14,NA,NA,NA,NA,NA,TE-14,NA,NA,TE14,NA,NA,NA,oesophagus,NA,NA,NA,NA,NA,oesophagus,NA,NA,oesophagus,oesophagus,oesophagus,NA,NA
TE-15,TE-15,TE-15,NA,NA,NA,NA,TE-15,TE-15,TE-15,NA,TE15,NA,TE-15,oesophagus,oesophagus,NA,NA,NA,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus
TE-4,NA,TE-4,NA,NA,NA,NA,TE-4,TE-4,TE-4,NA,TE4,NA,TE-4,NA,oesophagus,NA,NA,NA,NA,Esophagus,oesophagus,NA,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus
TE-5,TE-5,TE-5,NA,NA,NA,NA,TE-5,TE-5,TE-5,NA,TE5,NA,TE-5,oesophagus,oesophagus,NA,NA,NA,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus
TE-6,TE-6,TE-6,NA,NA,NA,NA,TE-6,TE-6,TE-6,NA,TE6,NA,TE-6,oesophagus,oesophagus,NA,NA,NA,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus
TE-8,TE-8,TE-8,NA,NA,NA,NA,TE-8,TE-8,TE-8,NA,TE8,NA,TE-8,oesophagus,oesophagus,NA,NA,NA,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus
TE-9,TE-9,TE-9,NA,NA,NA,NA,TE-9,TE-9,TE-9,NA,TE9,NA,TE-9,oesophagus,oesophagus,NA,NA,NA,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus
TEN,NA,TEN,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,endometrium,NA,NA,NA,NA,NA,endometrium,NA,NA,NA,endometrium,NA,NA,NA
Tera-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tera-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,testis,NA,NA,NA
TF-1,NA,TF-1,NA,NA,NA,NA,NA,TF-1,NA,NA,TF1,NA,TF-1,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
TGBC11TKB,TGBC11TKB,TGBC11TKB,NA,NA,NA,NA,TGBC11TKB,TGBC11TKB,TGBC11TKB,NA,NA,NA,TGBC11TKB,stomach,stomach,NA,NA,NA,NA,Stomach,stomach,digestive_system ,NA,stomach,stomach,NA,NA,stomach
TGBC1TKB,TGBC1TKB,NA,NA,NA,NA,NA,TGBC1TKB,NA,TGBC1TKB,NA,NA,NA,TGBC1TKB,biliary_tract,NA,NA,NA,NA,NA,biliary_tract,NA,digestive_system ,NA,biliary_tract,biliary_tract,NA,NA,biliary_tract
TGBC24TKB,TGBC24TKB,NA,NA,NA,NA,NA,TGBC24TKB,NA,TGBC24TKB,NA,NA,NA,TGBC24TKB,biliary_tract,NA,NA,NA,NA,NA,Biliary,NA,digestive_system ,NA,biliary_tract,biliary_tract,NA,NA,biliary_tract
TGW,TGW,NA,NA,NA,NA,NA,TGW,NA,TGW,NA,NA,NA,TGW,autonomic_ganglia,NA,NA,NA,NA,NA,autonomic_ganglia,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
THP-1,THP-1,THP-1,THP1,NA,THP-1,THP1,THP-1,THP-1,THP-1,NA,THP1,NA,THP-1,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,Blood,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
TI-73,TI-73,T1-73,NA,NA,NA,NA,NA,T1-73,NA,NA,NA,NA,NA,bone,bone,NA,NA,NA,NA,NA,bone,NA,NA,bone,bone,NA,NA,bone
TIG-3 TD,NA,TIG-3 TD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA
TK,NA,NA,NA,NA,TK,NA,TK,NA,TK,NA,NA,NA,TK,NA,NA,NA,NA,Blood,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
TK10,TK10,NA,TK10,NA,TK-10,NA,TK10,NA,TK10,NA,NA,TK-10,TK10,kidney,NA,kidney,NA,Kidney,NA,kidney,NA,kidney ,NA,kidney,kidney,NA,Kidney,kidney
TM-31,NA,TM-31,NA,NA,NA,NA,NA,TM-31,NA,NA,TM31,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA
TM87-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TM87-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMD8,NA,NA,NA,NA,TMD8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA
TMK-1,NA,NA,NA,NA,NA,NA,NA,NA,TMK-1,NA,NA,NA,TMK-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stomach,stomach,NA,NA,stomach
TO 175.T,NA,TO 175.T,TO175T,NA,NA,NA,NA,TO_175.T,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA
Toledo,NA,Toledo,TOLEDO,NA,Toledo,NA,NA,Toledo,NA,NA,TOLEDO,NA,Toledo,NA,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,Lymph Node,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
TOV-112D,NA,TOV-112D,NA,NA,TOV-112D,NA,TOV-112D,TOV-112D,TOV-112D,NA,TOV112D,TOV-112D,TOV-112D,NA,ovary,NA,NA,Ovary,NA,Ovary,ovary,NA,NA,ovary,ovary,ovary,Ovary,ovary
TOV-21G,NA,TOV-21G,NA,NA,NA,NA,TOV-21G,TOV-21G,TOV-21G,NA,TOV21G,TOV-21G,TOV-21G,NA,ovary,NA,NA,NA,NA,Ovary,ovary,NA,NA,ovary,ovary,ovary,Ovary,ovary
TT,TT,TT,TT,NA,NA,NA,TT,TT,TT,NA,NA,NA,TT,thyroid,thyroid,thyroid_gland,NA,NA,NA,thyroid,thyroid,thyroid ,NA,thyroid,thyroid,NA,NA,thyroid
TT2609-C02,NA,TT2609-C02,NA,NA,NA,NA,TT2609-C02,TT2609-C02,TT2609-C02,NA,TT2609C02,NA,TT2609-C02,NA,thyroid,NA,NA,NA,NA,Thyroid,thyroid,NA,NA,thyroid,thyroid,thyroid,NA,thyroid
TTC709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTC709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTTHYROID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTTHYROID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,thyroid,thyroid,NA,NA
TUHR10TKB,NA,TUHR10TKB,NA,NA,NA,NA,NA,TUHR10TKB,NA,NA,TUHR10TKB,NA,NA,NA,kidney,NA,NA,NA,NA,NA,kidney,NA,NA,NA,kidney,kidney,NA,NA
TUHR14TKB,NA,TUHR14TKB,NA,NA,NA,NA,NA,TUHR14TKB,NA,NA,TUHR14TKB,NA,NA,NA,kidney,NA,NA,NA,NA,NA,kidney,NA,NA,NA,kidney,kidney,NA,NA
TUHR4TKB,NA,TUHR4TKB,NA,NA,NA,NA,NA,TUHR4TKB,NA,NA,TUHR4TKB,NA,NA,NA,kidney,NA,NA,NA,NA,NA,kidney,NA,NA,NA,kidney,kidney,NA,NA
TUR,TUR,NA,NA,NA,NA,NA,TUR,NA,TUR,NA,NA,NA,TUR,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,NA,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
TYK-nu,TYK-nu,TYK-nu,NA,NA,TYK-nu,TYKNU,TYK-nu,TYK-nu,TYK-nu,NA,TYKNU,TYK-nu,TYK-nu,ovary,ovary,NA,NA,Ovary,OVARY,ovary,ovary,urogenital_system ,NA,ovary,ovary,ovary,Ovary,ovary
TYK-nu.CP-r,NA,NA,NA,NA,TYK-nu.CP-r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ovary,NA,NA,NA,NA,NA,NA,ovary,NA,NA,NA
